congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
115,House,20528,49,2,TX,200,,,"POE, Ted",P000592,1948,,0.594,-0.029,-141.43323,0.85398,896,76,,0.594,-0.17
115,House,20529,49,9,TX,100,,,"GREEN, Al",G000553,1947,,-0.438,0.31,-100.59237,0.89841,939,44,,-0.484,0.203
115,House,20530,49,10,TX,200,,,"McCAUL, Michael T.",M001157,1962,,0.433,0.087,-70.40278,0.92791,941,16,,0.482,0.284
115,House,20531,49,11,TX,200,,,"CONAWAY, K. Michael",C001062,1948,,0.591,0.372,-87.49471,0.91254,956,61,,0.557,0.423
115,House,20532,49,24,TX,200,,,"MARCHANT, Kenny",M001158,1951,,0.6,0.153,-78.74121,0.91711,910,37,,0.591,0.161
115,House,20533,49,28,TX,100,,,"CUELLAR, Henry",C001063,1955,,-0.228,0.62,-239.45383,0.77741,951,123,,-0.225,0.63
115,House,20948,49,22,TX,200,,,"OLSON, Pete",O000168,1962,,0.549,0.309,-55.59999,0.94239,937,10,,0.558,0.227
115,House,21182,49,17,TX,200,,,"FLORES, Bill",F000461,1954,,0.574,0.286,-75.25409,0.92322,942,54,,0.582,0.537
115,House,21184,49,27,TX,200,,,"FARENTHOLD, Blake",F000460,1961,,0.548,0.016,-55.95071,0.92135,683,24,,0.636,0.005
115,House,21360,49,14,TX,200,,,"WEBER, Randy",W000814,1953,,0.71,0.037,-101.19816,0.89783,939,62,,0.641,0.136
115,House,21361,49,16,TX,100,,,"O'ROURKE, Beto",O000170,1972,,-0.304,-0.331,-111.02625,0.88781,933,47,,-0.245,-0.337
115,House,21362,49,20,TX,100,,,"CASTRO, Joaquin",C001091,1974,,-0.399,-0.02,-95.6902,0.90399,948,59,,-0.389,-0.258
115,House,21364,49,25,TX,200,,,"WILLIAMS, Roger",W000816,1949,,0.587,0.102,-80.49135,0.9186,948,27,,0.599,-0.025
115,House,21365,49,33,TX,100,,,"VEASEY, Marc",V000131,1971,,-0.403,0.285,-122.8842,0.87866,950,48,,-0.4,0.354
115,House,21366,49,34,TX,100,,,"VELA, Filemon",V000132,1963,,-0.313,0.413,-196.92551,0.80843,926,86,,-0.343,0.435
115,House,21549,49,4,TX,200,,,"RATCLIFFE, John",R000601,1965,,0.693,0.113,-77.59737,0.91895,918,53,,0.76,0.237
115,House,21550,49,23,TX,200,,,"HURD, William Ballard",H001073,1977,,0.287,0.227,-108.38081,0.89175,946,63,,0.309,0.297
115,House,21551,49,36,TX,200,,,"BABIN, Brian",B001291,1948,,0.701,0.122,-80.60511,0.91807,943,49,,0.643,0.276
115,House,21700,49,19,TX,200,,,"ARRINGTON, Jodey Cook",A000375,1972,,0.63,-0.036,-60.65924,0.93738,938,14,,0.549,0.118
115,House,21722,49,15,TX,100,,,"GONZALEZ, Vicente Jr.",G000581,1967,,-0.38,0.659,-202.01335,0.80606,937,88,,-0.363,0.642
115,House,21758,49,27,TX,200,,,"CLOUD, Michael",C001115,1975,,0.651,-0.241,-18.98722,0.85366,120,9,,0.652,-0.027
115,House,29143,49,3,TX,200,,,"JOHNSON, Sam",J000174,1930,,0.61,0.277,-53.72498,0.9371,827,13,,0.67,0.114
115,House,29571,49,35,TX,100,,,"DOGGETT, Lloyd Alton, II",D000399,1946,,-0.402,-0.314,-81.29927,0.91715,940,30,,-0.419,-0.434
115,House,29572,49,13,TX,200,,,"THORNBERRY, William McClellan (Mac)",T000238,1958,,0.525,0.311,-67.4618,0.93131,948,25,,0.451,0.373
115,House,29573,49,18,TX,100,,,"JACKSON LEE, Sheila",J000032,1950,,-0.46,0.128,-93.70944,0.90425,931,33,,-0.567,0.41
115,House,29759,49,32,TX,200,,,"SESSIONS, Pete",S000250,1955,,0.585,0.174,-62.808,0.93609,951,18,,0.524,0.166
115,House,29760,49,8,TX,200,,,"BRADY, Kevin Patrick",B000755,1955,,0.524,0.218,-66.10467,0.93067,920,21,,0.479,0.277
115,House,29762,49,12,TX,200,,,"GRANGER, Kay",G000377,1943,,0.397,0.242,-66.57122,0.92893,903,13,,0.431,0.35
115,House,39304,49,29,TX,100,,,"GREEN, Raymond Eugene (Gene)",G000410,1947,,-0.324,0.453,-168.01147,0.83275,918,66,,-0.388,0.592
115,House,39305,49,30,TX,100,,,"JOHNSON, Eddie Bernice",J000126,1935,,-0.485,0.203,-82.18902,0.91112,883,38,,-0.477,0.18
115,House,20357,67,1,UT,200,,,"BISHOP, Robert (Rob)",B001250,1951,,0.536,0.104,-82.4466,0.91525,931,29,,0.509,0.057
115,House,20949,67,3,UT,200,,,"CHAFFETZ, Jason",C001076,1967,,0.647,-0.278,-10.59311,0.95867,251,5,,0.417,0.366
115,House,21367,67,2,UT,200,,,"STEWART, Chris",S001192,1960,,0.527,0.159,-73.28915,0.92476,937,25,,0.534,0.077
115,House,21552,67,4,UT,200,,,"LOVE, Ludmya Bourdeau (Mia)",L000584,1975,,0.542,-0.056,-102.70961,0.89501,926,39,,0.481,-0.025
115,House,21755,67,3,UT,200,,,"CURTIS, John R.",C001114,1960,,0.542,0.04,-38.33397,0.91414,427,12,,0.55,-0.024
115,House,20750,6,1,VT,100,,,"WELCH, Peter",W000800,1947,,-0.409,-0.351,-76.24528,0.92201,939,27,,-0.393,-0.585
115,House,20756,40,1,VA,200,,,"WITTMAN, Robert J.",W000804,1959,,0.445,-0.019,-115.81958,0.88465,945,59,,0.588,-0.099
115,House,20952,40,11,VA,100,,,"CONNOLLY, Gerald E. (Gerry)",C001078,1950,,-0.306,-0.014,-103.4976,0.89688,951,48,,-0.359,0.131
115,House,21191,40,9,VA,200,,,"GRIFFITH, H. Morgan",G000568,1958,,0.552,-0.438,-178.95349,0.82682,941,67,,0.606,-0.501
115,House,21553,40,7,VA,200,,,"BRAT, David A.",B001290,1964,,0.829,-0.325,-88.74694,0.91009,942,29,,0.811,-0.341
115,House,21554,40,8,VA,100,,,"BEYER, Donald Sternoff Jr.",B001292,1950,,-0.385,-0.041,-123.99327,0.87301,913,46,,-0.411,0.15
115,House,21555,40,10,VA,200,,,"COMSTOCK, Barbara J.",C001105,1959,,0.276,0.389,-103.10577,0.89376,918,36,,0.293,0.213
115,House,21721,40,5,VA,200,,,"GARRETT, Thomas Alexander Jr.",G000580,1972,,0.931,-0.365,-127.34334,0.85933,840,69,,0.991,-0.136
115,House,21736,40,4,VA,100,,,"MCEACHIN, Aston Donald",M001200,1961,,-0.375,-0.084,-81.604,0.91521,921,42,,-0.393,-0.136
115,House,21748,40,2,VA,200,,,"TAYLOR, Scott William",T000477,1979,,0.456,0.021,-96.73847,0.89936,912,36,,0.456,0.021
115,House,39307,40,3,VA,100,,,"SCOTT, Robert C.",S000185,1947,,-0.45,0.015,-116.99208,0.88436,952,69,,-0.383,-0.248
115,House,39308,40,6,VA,200,,,"GOODLATTE, Robert William",G000289,1952,,0.496,-0.002,-83.84175,0.91544,949,22,,0.585,-0.035
115,House,20145,73,2,WA,100,,,"LARSEN, Richard Ray (Rick)",L000560,1965,,-0.364,0.19,-93.98166,0.90378,929,48,,-0.345,-0.001
115,House,20535,73,5,WA,200,,,"McMORRIS RODGERS, Cathy",M001159,1969,,0.426,0.113,-72.24427,0.92729,957,23,,0.469,0.113
115,House,20536,73,8,WA,200,,,"REICHERT, David G.",R000578,1950,,0.224,-0.146,-162.32542,0.83905,925,66,,0.257,-0.023
115,House,21187,73,3,WA,200,,,"HERRERA BEUTLER, Jaime",H001056,1978,,0.357,-0.192,-148.8373,0.85484,949,82,,0.353,-0.01
115,House,21368,73,6,WA,100,,,"KILMER, Derek",K000381,1974,,-0.31,-0.011,-91.33179,0.90889,956,43,,-0.342,0.134
115,House,21369,73,10,WA,100,,,"HECK, Denny",H001064,1952,,-0.312,-0.129,-95.53452,0.90471,954,36,,-0.287,-0.216
115,House,21556,73,4,WA,200,,,"NEWHOUSE, Daniel Milton",N000189,1955,,0.349,0.233,-78.01143,0.91784,910,28,,0.352,0.249
115,House,21726,73,7,WA,100,,,"JAYAPAL, Pramila",J000298,1965,,-0.697,-0.268,-53.2971,0.94505,943,16,,-0.702,-0.159
115,House,29768,73,9,WA,100,,,"SMITH, Adam",S000510,1965,,-0.284,-0.161,-124.54131,0.87504,933,43,,-0.395,-0.508
115,House,31101,73,1,WA,100,,,"DelBENE, Suzan K.",D000617,1962,,-0.281,-0.229,-85.98893,0.91398,956,30,,-0.295,-0.302
115,House,21188,56,1,WV,200,,,"McKINLEY, David",M001180,1947,,0.301,0.191,-136.42421,0.86701,956,77,,0.239,0.406
115,House,21557,56,2,WV,200,,,"MOONEY, Alex X.",M001195,1971,,0.579,-0.286,-142.73826,0.86036,949,53,,0.616,-0.397
115,House,21558,56,3,WV,200,,,"JENKINS, Evan H.",J000297,1960,,0.315,0.308,-103.90415,0.88557,855,66,,0.329,0.338
115,House,14657,25,5,WI,200,,,"SENSENBRENNER, Frank James, Jr.",S000244,1943,,0.638,-0.58,-129.40564,0.87228,947,45,,0.666,-0.458
115,House,20537,25,4,WI,100,,,"MOORE, Gwendolynne S. (Gwen)",M001160,1951,,-0.528,-0.249,-87.53789,0.90751,902,37,,-0.528,-0.199
115,House,21189,25,7,WI,200,,,"DUFFY, Sean",D000614,1971,,0.511,-0.109,-111.03693,0.88734,929,62,,0.477,0.141
115,House,21370,25,2,WI,100,,,"POCAN, Mark",P000607,1964,,-0.541,-0.539,-47.60682,0.94603,858,17,,-0.512,-0.694
115,House,21559,25,6,WI,200,,,"GROTHMAN, Glenn",G000576,1955,,0.614,-0.286,-126.09628,0.87282,927,51,,0.667,-0.275
115,House,21720,25,8,WI,200,,,"GALLAGHER, Michael",G000579,1984,,0.44,-0.044,-142.56457,0.85969,943,84,,0.566,0.079
115,House,29769,25,3,WI,100,,,"KIND, Ron",K000188,1963,,-0.262,-0.08,-174.08677,0.82571,909,93,,-0.25,0.126
115,House,29939,25,1,WI,200,,,"RYAN, Paul D.",R000570,1970,,0.556,-0.25,-7.06452,0.76207,26,4,,0.31,0.205
115,House,21710,68,1,WY,200,,,"CHENEY, Liz",C001109,1966,,0.517,0.456,-72.65603,0.92383,917,33,,0.517,0.446
